activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,RVDPPPGHCGZ40J4VQ731,43300,TX,48181,48181001802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,105000,56.91,4.25,0.533,2,2978.07,NA,900,,,180,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,92,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,5164,11.83,67500,121,1425,1863,27
2019,RVDPPPGHCGZ40J4VQ731,40140,CA,6071,6071010024,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,425000,NA,3.875,NA,2,18716.73,NA,1580,,464.48,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5459,40.21,69700,108,1409,1751,29
2019,RVDPPPGHCGZ40J4VQ731,22744,FL,12011,12011040504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,2,2,175000,33.77,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,535000,1,2,3,5,1,NA,251,49,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,2,1,,,,,1,,,,3513,10.9,68600,213,1821,261,43
2019,RVDPPPGHCGZ40J4VQ731,12580,MD,24510,24510270501,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,32,1,2,2,2,175000,NA,4.5,NA,2,3215.95,NA,1305.5,656.25,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4229,40.03,101000,95,1425,1848,63
2019,RVDPPPGHCGZ40J4VQ731,17860,MO,29053,29053950300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,32,1,2,2,2,185000,NA,4.125,NA,2,2220.95,NA,0,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3872,12.94,74500,81,1034,1661,40
2019,RVDPPPGHCGZ40J4VQ731,32580,TX,48215,48215023103,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,135000,NA,5.125,NA,2,4541.01,NA,0,,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7248,97.03,41900,79,1154,1792,18
2019,RVDPPPGHCGZ40J4VQ731,22220,AR,5007,5007021102,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,185000,100,5,0.65,2,3199.5,NA,1850,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,74,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,1,,,,,10,,,,3841,35.51,66400,94,762,1262,31
2019,RVDPPPGHCGZ40J4VQ731,23104,TX,48439,48439111203,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,245000,NA,5,NA,2,7668.75,NA,0,,1420.35,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6180,33.01,75300,104,1474,1928,14
2019,RVDPPPGHCGZ40J4VQ731,19300,AL,1003,1003010903,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,135000,NA,4.875,NA,2,4810.33,NA,1040,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5810,23.06,80500,89,1246,1891,19
2019,RVDPPPGHCGZ40J4VQ731,25060,MS,28059,28059040800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,75000,NA,4.375,NA,2,4136.37,NA,1165,,350,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6461,34.05,57500,94,1457,2469,22
2019,RVDPPPGHCGZ40J4VQ731,17140,KY,21117,21117063701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,32,1,2,2,2,175000,NA,4.125,NA,2,5287.75,NA,995,,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3227,6.57,76700,96,1015,1237,32
2019,RVDPPPGHCGZ40J4VQ731,40900,CA,6017,6017031504,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,265000,NA,4.625,NA,2,8226.67,NA,3248.41,1641.41,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5471,12.15,84000,99,1619,2181,33
2019,RVDPPPGHCGZ40J4VQ731,36420,OK,40027,40027202007,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,185000,NA,4.375,NA,2,6721.5,NA,0,,6.1,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3814,30.91,73100,103,1067,1292,14
2019,RVDPPPGHCGZ40J4VQ731,41700,TX,48091,48091310404,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,185000,NA,4,NA,2,3783.96,NA,915.75,915.75,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4247,42.88,71000,90,1019,1456,28
2019,RVDPPPGHCGZ40J4VQ731,38900,OR,41067,41067032104,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,345000,NA,4.375,NA,2,10132.12,NA,1225,,429.58,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4947,10.55,87900,127,1368,1688,23
2019,RVDPPPGHCGZ40J4VQ731,99999,CO,8083,8083969300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,275000,NA,4.25,NA,2,1590.87,NA,0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5223,24.51,68100,112,1854,2451,40
2019,RVDPPPGHCGZ40J4VQ731,23224,MD,24021,24021750802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,32,1,2,2,2,225000,80,4.5,0.123,2,3466.65,NA,1478,278,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,58,40,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,2,2,1,,,,,10,,,,4235,21.13,123600,94,1604,1704,19
2019,RVDPPPGHCGZ40J4VQ731,28660,TX,48027,48027023404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,71,2,1,1,1,2,2,2,285000,85,4.5,0.128,2,4413.7,NA,1800,,500,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,135,36,1,9,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,2,2,1,,,,,10,,,,3269,24.14,64300,130,1080,1478,31
2019,RVDPPPGHCGZ40J4VQ731,99999,IN,18093,18093950600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,175000,NA,4.625,NA,2,5971.46,NA,1824,534,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7459,2.78,61200,116,2419,3042,30
2019,RVDPPPGHCGZ40J4VQ731,19780,IA,19153,19153010203,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,32,1,2,2,2,275000,NA,3.75,NA,2,1516.7,NA,411.95,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,23592,7.21,82000,144,7202,7840,11
2019,RVDPPPGHCGZ40J4VQ731,41620,UT,49035,49035115106,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,32,1,2,2,2,255000,NA,4.5,NA,2,7122.12,NA,1055,,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8567,12.84,81800,134,1946,2334,10
2019,RVDPPPGHCGZ40J4VQ731,12060,GA,13135,13135050543,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,3,32,1,2,2,2,315000,98.81,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,87,37,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,,,,,7,,,,7132,63.98,79200,116,1832,2261,14
2019,RVDPPPGHCGZ40J4VQ731,12060,GA,13057,13057090701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,2,2,2,305000,NA,3.875,NA,2,7301.52,NA,567.35,567.35,,360,NA,64,2,2,2,2,315000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,18810,16.26,79200,109,5512,6695,14
2019,RVDPPPGHCGZ40J4VQ731,41420,OR,41047,41047002102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,235000,NA,4.375,NA,2,7188.71,NA,1295,,542.09,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6229,26.07,69400,105,1444,1841,41
2019,RVDPPPGHCGZ40J4VQ731,12060,GA,13121,13121011417,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,305000,80,4.125,-0.33,2,2430,NA,0,,10,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,135,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,1,,,,,10,,,,4796,17.95,79200,185,1590,1684,29
2019,RVDPPPGHCGZ40J4VQ731,36740,FL,12097,12097041300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,165000,NA,5,NA,2,6222.24,NA,1330.15,1330.15,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,15313,84.82,65100,76,2621,4717,16
2019,RVDPPPGHCGZ40J4VQ731,41180,MO,29183,29183312192,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,315000,NA,4.375,NA,2,8145.5,NA,790,,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3945,4.44,81200,127,1282,1409,11
2019,RVDPPPGHCGZ40J4VQ731,41540,DE,10005,10005051702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,185000,NA,4,NA,2,7381.63,NA,1828.17,228.17,,360,NA,64,2,2,2,2,195000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5275,12.44,70500,108,1725,2338,24
2019,RVDPPPGHCGZ40J4VQ731,39580,NC,37101,37101041103,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,205000,NA,4.875,NA,2,4839.33,NA,962,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,12969,20.3,93100,96,3713,4559,16
2019,RVDPPPGHCGZ40J4VQ731,47260,NC,37053,37053110200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,385000,NA,4.375,NA,2,10771.91,NA,1490,,5,360,NA,63,2,2,2,2,395000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6923,20.35,75800,118,2141,2673,21
2019,RVDPPPGHCGZ40J4VQ731,22220,AR,5143,5143010102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,32,1,2,2,2,95000,NA,3.875,NA,2,3420.5,NA,499,,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8765,12.93,66400,182,2661,3230,17
2019,RVDPPPGHCGZ40J4VQ731,21140,IN,18039,18039001000,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,225000,NA,5,NA,2,5440.81,NA,1405,,2050,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4371,6.63,69100,118,1352,1465,37
2019,RVDPPPGHCGZ40J4VQ731,40140,CA,6071,6071002305,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,335000,NA,4.125,NA,2,14930.63,NA,5368,1689,135.5,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,10611,87.76,69700,143,2216,2815,22
2019,RVDPPPGHCGZ40J4VQ731,45104,WA,53053,53053072506,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,445000,100,4.25,-0.169,2,19756.65,NA,3891.9,,,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,76,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3133,12.32,80200,139,1065,1478,27
2019,RVDPPPGHCGZ40J4VQ731,35840,FL,12081,12081002013,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,325000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,350,47,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,1,,,,,7,,,,12081,13.27,70900,162,3427,5229,11
2019,RVDPPPGHCGZ40J4VQ731,40060,VA,51670,51670820500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,2,2,2,32,1,2,2,2,125000,85,5.25,1.297,2,5245.44,NA,1569.02,469.02,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,84,49,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,4884,20.64,81600,72,1124,1948,51
2019,RVDPPPGHCGZ40J4VQ731,29540,PA,42071,42071000400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,2,2,115000,69.82,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,40,47,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,7,,,,3966,29.95,76200,74,477,1468,76
2019,RVDPPPGHCGZ40J4VQ731,40060,VA,51087,51087200303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,205000,71.72,3.625,-0.371,2,4888.48,NA,3128.76,2853.76,,180,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,56,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3389,33.34,81600,81,657,1489,57
2019,RVDPPPGHCGZ40J4VQ731,40140,CA,6065,6065043001,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,3,32,1,2,2,2,425000,96.68,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,89,50%-60%,9,2,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,7,,,,5757,75.28,69700,57,629,1291,30
2019,RVDPPPGHCGZ40J4VQ731,38060,AZ,4013,4013110002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,2,2,115000,61.58,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,42,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,1,,,,,7,,,,3370,91.81,72900,25,520,1005,56
2019,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086005502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,32,1,2,2,2,315000,77.47,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,395000,1,1,3,5,2,NA,70,>60%,1,10,13,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,1,4,,,6960,98.76,54900,56,747,1836,64
2019,RVDPPPGHCGZ40J4VQ731,13820,AL,1073,1073012305,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,32,1,2,2,2,85000,84.85,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,41,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,7,,,,7745,63.09,69000,112,2577,2988,35
2019,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099007820,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,205000,60.48,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,72,30%-<36%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,3,,,,2930,25.19,75400,139,739,893,29
2019,RVDPPPGHCGZ40J4VQ731,19740,CO,8001,8001008505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,175000,48.86,4.25,0.123,2,2794.19,NA,1672.07,1397.07,,240,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,42,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,6989,33.44,92800,79,1984,2457,51
2019,RVDPPPGHCGZ40J4VQ731,23104,TX,48251,48251130215,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,165000,69.17,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,92,39,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,7,,,,4445,20.07,75300,123,1252,1487,13
2019,RVDPPPGHCGZ40J4VQ731,23224,MD,24021,24021751004,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,3,32,1,2,2,2,285000,100,4.75,0.276,2,12926.87,NA,2840.75,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,83,50%-60%,9,1,1,14,,,,1,14,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3764,35.57,123600,91,997,1118,21
2019,RVDPPPGHCGZ40J4VQ731,40140,CA,6065,6065044923,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,71,2,1,31,1,2,2,2,205000,74.22,4.25,0.221,2,4987.24,NA,3575.3,3300.3,,240,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,62,49,9,2,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3917,64.13,69700,85,787,1172,27
2019,RVDPPPGHCGZ40J4VQ731,23104,TX,48251,48251130408,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,31,1,2,2,2,195000,96.5,4.5,0.694,2,5016.25,NA,0,,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,NA,NA,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,7448,40.33,75300,87,1758,2363,18
2019,RVDPPPGHCGZ40J4VQ731,19124,TX,48139,48139060801,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,31,1,2,2,2,285000,102.31,4.75,-0.004,2,4035.73,NA,2714.69,,2305.33,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,6530,11.04,83100,153,2058,2194,15
